article_id,article_title,article_date,sentence,category,voice
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05," Israeli  strike  kills  five  Palestinians  in  West  Bank,  ministry  says  T-I-T-L-E-E-N-D.  ",palestine,ACTIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05," Five  Palestinian  men  have  been  killed  in  an  Israeli  air  strike  in  the  north  of  the  occupied  West  Bank,  the  Palestinian  health  ministry  says. ",palestine,PASSIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05," Israel's  military  said  it  had  struck  an  “armed  terrorist  cell”,  and  armed  groups  claimed  the  dead  as  fighters. ",palestine,
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05, Palestinian  media  also  said  a  16-year-old  boy  had  been  shot  dead  by  Israeli  forces  in  nearby  al-Faraa  refugee  camp. ,palestine,PASSIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05, Palestinian  media  also  said  a  16-year-old  boy  had  been  shot  dead  by  Israeli  forces  in  nearby  al-Faraa  refugee  camp. ,palestine,
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05," The  military  said  forces  had  killed  “a  terrorist  who  was  armed  with  an  explosive  device”  in  an  exchange  of  fire,  and  that  a  strike  targeted  others. ",palestine,ACTIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05," So  far,  at  least  36  Palestinians  have  been  killed,  including  21  from  Jenin  governorate,  eight  from  Tubas,  according  to  the  health  ministry. ",palestine,PASSIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05," Most  of  the  dead  have  been  claimed  by  armed  groups  as  members,  but  the  ministry  says  several  children  are  also  among  them,  including  a  16-year-old  girl  who  was  shot  in  her  home  near  Jenin  on  Tuesday. ",palestine,
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05," Most  of  the  dead  have  been  claimed  by  armed  groups  as  members,  but  the  ministry  says  several  children  are  also  among  them,  including  a  16-year-old  girl  who  was  shot  in  her  home  near  Jenin  on  Tuesday. ",palestine,PASSIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05, One  Israeli  soldier  has  been  killed  during  the  fighting  in  Jenin. ,israel,PASSIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05," It  named  one  of  the  five  men  killed  in  the  air  strike  in  Tubas  as  Mohammed  Zakaria  Zubeidi,  21,  and  said  he  was  “a  significant  terrorist  from  the  Jenin  area”. ",palestine,
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05, The  al-Aqsa  Martyrs  Brigades  confirmed  in  a  statement  that  Mohammed  Zubeidi  and  four  other  fighters  were  killed  in  what  it  called  a  “treacherous”  Israeli  strike. ,palestine,PASSIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05, The  sources  said  he  was  shot  more  than  once  by  Israeli  forces  and  that  his  body  was  dragged  out  of  the  camp  by  a  military  bulldozer. ,palestine,PASSIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05, The  Palestinian  health  ministry  says  three  Palestinians  have  also  been  killed  in  the  southern  governorate  of  Hebron  over  the  past  nine  days. ,palestine,PASSIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05, The  Israeli  military  said  one  of  them  carried  out  a  shooting  attack  that  killed  three  Israeli  police  officers  near  Tarqumiyah  on  Sunday. ,both,ACTIVE
3126,"Israeli strike kills five Palestinians in West Bank, ministry says",2024-09-05," Hundreds  of  Palestinians  have  been  killed  as  Israeli  forces  have  intensified  their  raids,  saying  they  are  trying  to  stem  deadly  Palestinian  attacks  on  Israelis  in  the  West  Bank  and  Israel. ",palestine,PASSIVE
