article_id,article_title,article_date,sentence,category,voice
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04, The  Nahal  Oz  base  was  overrun  by  Hamas  gunmen  on  the  morning  of  7  October  and  more  than  60  Israeli  soldiers  are  reported  to  have  been  killed  -  with  others  taken  hostage. ,israel,PASSIVE
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," Israel’s  military  is  yet  to  publish  its  official  inquiry  into  what  happened  there  that  day,  but  it  has  already  briefed  relatives  of  those  killed  there,  and  some  have  shared  those  details  with  the  BBC. ",israel,
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," In  an  attempt  to  further  piece  together  events,  we  have  also  spoken  to  survivors,  seen  messages  from  those  who  died,  and  listened  to  voice  recordings  reporting  the  attack  as  it  happened,  helping  to  build  a  picture  of  the  speed  and  ferocity  of  the  invasion. ",israel,ACTIVE
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," By  06:20  Hamas  had  begun  shooting  rockets,  but  again  Sharon  says  this  did  not  seem  immediately  alarming  -  she  had  experienced  rocket  attacks  before  and  the  base  was  well-shielded  against  them. ",israel,
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04, The  IDF  told  families  that  these  “female  warriors”  were  the  only  armed  people  hiding  in  the  shelter  -  and  they  kept  Hamas  fighters  at  bay  with  their  gunfire  until  a  grenade  explosion  killed  one  of  the  commanders  and  injured  others  inside. ,israel,ACTIVE
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04, Everyone  else  in  the  shield  was  either  killed  or  captured  by  Hamas. ,israel,PASSIVE
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," The  IDF  would  later  brief  the  family  of  one  of  those  killed  at  Nahal  Oz  that  the  attack  on  the  base  was  begun  by  drone  strikes,  and  action  by  70  fighters  from  four  directions,  and  that  scores  more  joined  as  the  morning  went  on. ",israel,
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," “Every  time  he  shot,  one  of  my  friends  got  a  bullet  in  the  head,”  he  says. ",israel,ACTIVE
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04, Hamas  fighters  began  shooting  inside  and  throwing  grenades. ,israel,
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," One  was  killed  in  a  face-to-face  knife  fight  with  a  Golani  soldier,  the  IDF  told  families. ",both,PASSIVE
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," Seven  Tatzpitaniyot  were  taken  back  to  Gaza  as  hostages,  where  one  was  killed,  another  rescued  and  five  still  remain. ",israel,PASSIVE
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," Across  Israel  that  day,  about  1,200  people  -  including  more  than  300  soldiers  -  were  killed  and  251  others  were  taken  hostage. ",israel,PASSIVE
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," Since  then,  more  than  41,000  Palestinians  have  been  killed  as  a  result  of  Israeli  military  action  in  Gaza,  the  Hamas-run  health  ministry  says. ",palestine,PASSIVE
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," The  Nahal  Oz  dead  were  to  include  Alroy  the  balloonist  and  four  comrades,  who  had  engaged  in  a  lengthy  battle  with  Hamas,  says  his  father,  citing  information  given  to  him  by  the  IDF. ",israel,
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04," They  managed  to  kill  close  to  10  gunmen,  he  said,  but  the  five  were  outnumbered  and  were  all  found  dead  inside  a  mobile  shelter  at  14:30. ",both,
3253,Six hours at hands of Hamas - new accounts reveal how Israeli base fell on 7 October,2024-10-04, The  survivors  and  the  families  of  those  killed  and  kidnapped  are  left  with  unanswered  questions  about  how  it  went  so  wrong. ,israel,
