article_id,article_title,article_date,sentence,category,voice
3107,Israeli forces pull out of Jenin after major operation,2024-09-06, At  least  36  Palestinians  were  killed  -  21  from  Jenin  governorate  -  the  Palestinian  health  ministry  says. ,palestine,PASSIVE
3107,Israeli forces pull out of Jenin after major operation,2024-09-06," Most  of  the  dead  have  been  claimed  by  armed  groups  as  members,  but  the  ministry  says  children  are  also  among  those  killed. ",palestine,
3107,Israeli forces pull out of Jenin after major operation,2024-09-06," Most  of  the  dead  have  been  claimed  by  armed  groups  as  members,  but  the  ministry  says  children  are  also  among  those  killed. ",palestine,
3107,Israeli forces pull out of Jenin after major operation,2024-09-06, An  Israeli  soldier  was  also  killed  during  fighting  in  Jenin. ,israel,PASSIVE
3107,Israeli forces pull out of Jenin after major operation,2024-09-06," The  BBC  understands  at  least  eight  of  the  dead  are  civilians,  including  a  16-year-old  girl. ",palestine,
3107,Israeli forces pull out of Jenin after major operation,2024-09-06," At  the  funeral  of  Mohammed  Zubeidi,  one  of  five  militants  killed  in  an  Israeli  air  strike  on  a  car  in  Tubas  on  Thursday,  a  Palestinian  fighter  spoke  defiantly. ",palestine,ACTIVE
3107,Israeli forces pull out of Jenin after major operation,2024-09-06," ""When  you  see  the  Israelis  kill  your  brother,  kill  this  or  that  person,  how  do  you  –  in  your  heart  –  stay  sitting  and  looking  at  all  of  this?"" ",palestine,ACTIVE
3107,Israeli forces pull out of Jenin after major operation,2024-09-06," ""When  you  see  the  Israelis  kill  your  brother,  kill  this  or  that  person,  how  do  you  –  in  your  heart  –  stay  sitting  and  looking  at  all  of  this?"" ",palestine,ACTIVE
3107,Israeli forces pull out of Jenin after major operation,2024-09-06, The  Palestinian  health  ministry  says  three  Palestinians  have  also  been  killed  in  the  southern  governorate  of  Hebron  over  the  past  nine  days. ,palestine,PASSIVE
3107,Israeli forces pull out of Jenin after major operation,2024-09-06, The  Israeli  military  said  one  of  them  carried  out  a  shooting  attack  that  killed  three  Israeli  police  officers  near  Tarqumiyah  on  Sunday. ,both,ACTIVE
3107,Israeli forces pull out of Jenin after major operation,2024-09-06," More  than  600  Palestinians  have  been  killed  as  Israeli  forces  have  intensified  their  raids,  the  Palestinian  health  ministry  says. ",palestine,PASSIVE
