article_id,article_title,article_date,sentence,category,voice
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15," The  US  says  there  has  been  a  “promising  start”  to  the  new  round  of  talks  in  Doha  on  a  ceasefire  and  hostage  release  deal  in  the  Gaza  Strip,  as  the  number  of  Palestinians  reported  killed  in  the  war  between  Israel  and  Hamas  surpassed  40,000. ",palestine,PASSIVE
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15," The  Israeli  military  launched  a  campaign  in  Gaza  to  destroy  Hamas  in  response  to  an  unprecedented  attack  on  southern  Israel  on  7  October,  during  which  about  1,200  people  were  killed  and  251  others  were  taken  hostage. ",israel,PASSIVE
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15," Gaza’s  Hamas-run  health  ministry  said  on  Thursday  that  at  least  40,005  people  had  been  killed  in  the  territory  since  then,  which  the  UN  human  rights  chief  described  as  a  “grim  milestone  for  the  world”. ",palestine,PASSIVE
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15, It  has  also  reported  that  330  of  its  troops  have  been  killed  since  the  ground  invasion  began. ,israel,PASSIVE
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15," The  third  would  see  the  start  of  a  major  reconstruction  plan  for  Gaza  and  the  return  of  dead  hostages'  remainsA  senior  official  in  Hamas  -  which  is  proscribed  as  a  terrorist  organisation  by  Israel,  the  UK  and  other  countries  -  told  the  BBC  on  Wednesday  that  it  would  not  attend  the  Doha  talks,  even  though  its  political  leadership  is  almost  entirely  based  in  the  Qatari  capital. ",israel,
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15," Every  hour,  a  family  is  getting  killed  or  a  house  getting  bombed,""  Aya,  a  displaced  Palestinian  woman  sheltering  in  Deir  al-Balah,  told  Reuters  news  agency.  """,palestine,
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15," Israel  says  111  hostages  are  still  being  held  by  Hamas,  39  of  whom  are  presumed  dead. ",israel,
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15, It  came  as  the  spokesman  of  Hamas’s  military  wing  released  a  statement  providing  further  details  about  how  he  said  an  Israeli  male  hostage  had  been  shot  and  killed  by  a  Hamas  guard. ,israel,PASSIVE
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15, It  came  as  the  spokesman  of  Hamas’s  military  wing  released  a  statement  providing  further  details  about  how  he  said  an  Israeli  male  hostage  had  been  shot  and  killed  by  a  Hamas  guard. ,israel,
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15, The  Israeli  military  said  in  response  to  the  group’s  initial  statement  about  the  killing  on  Monday  that  it  did  not  have  any  information  that  allowed  it  to  confirm  or  deny  the  claim. ,israel,
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15," Hamas  also  posted  on  Thursday  a  photo  showing  the  body  of  another  man,  who  it  said  had  been  killed  in  “an  unfortunate  incident”. ",israel,ACTIVE
3013,High-stakes Gaza ceasefire and hostage release talks resume in Doha,2024-08-15, The  Israeli  military  said  the  image  showed  “a  hostage  who  was  murdered  and  whose  body  was  recovered”  by  troops  in  November. ,israel,PASSIVE
