article_id,article_title,article_date,sentence,category,voice
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30, Israel  says  Hamas  leader  killed  on  third  day  of  West  Bank  operation  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," The  Israeli  military  says  it  has  killed  the  head  of  the  Palestinian  armed  group  Hamas  in  Jenin  and  two  other  fighters,  as  a  major  operation  continues  for  a  third  day  in  the  north  of  the  occupied  West  Bank. ",palestine,ACTIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," Israeli  security  forces  shot  dead  Wissam  Khazem  and  then  carried  out  air  strikes  on  the  other  two  as  they  attempted  to  flee,  a  statement  said. ",palestine,ACTIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," Israeli  security  forces  shot  dead  Wissam  Khazem  and  then  carried  out  air  strikes  on  the  other  two  as  they  attempted  to  flee,  a  statement  said. ",palestine,
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," The  Palestinian  health  ministry  said  the  three  men  were  killed  overnight  near  the  town  of  Zababdeh,  south-east  of  Jenin. ",palestine,PASSIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," The  ministry  said  an  elderly  man  was  later  killed  by  Israeli  gunfire  in  Jenin  itself,  while  Israeli  forces  pulled  out  of  Tulkarm  and  its  refugee  camps. ",palestine,PASSIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," At  least  20  Palestinians  have  been  killed  since  the  start  of  the  Israeli  operation,  which  is  one  of  the  biggest  in  the  West  Bank  in  two  decades,  according  to  the  Palestinian  health  ministry. ",palestine,PASSIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," The  Israeli  military  has  said  20  ""terrorists""  have  been  killed  in  exchanges  of  fire  and  air  strikes  and  17  suspects  detained  during  what  it  has  described  as  ""a  precise,  targeted  regional  operation  across  three  terror  hubs"". ",palestine,PASSIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," Hundreds  of  Palestinians  have  been  killed  as  Israeli  forces  have  intensified  their  raids,  saying  they  are  trying  to  stem  deadly  Palestinian  attacks  on  Israelis  in  the  West  Bank  and  Israel. ",palestine,PASSIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," On  Friday  morning,  the  Israel  Defense  Forces  (IDF),  Shin  Bet  domestic  security  agency  and  Israel  Border  Police  put  out  a  joint  statement  announcing  that  Wissam  Khazem  had  been  killed  during  an  operation  in  the  Jenin  area. ",palestine,PASSIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30, The  Palestinian  health  ministry  said  the  three  men  had  been  killed  in  Zababdeh  and  that  their  bodies  had  been  taken  away  by  Israeli  forces. ,palestine,PASSIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," Palestinian  news  agency  Wafa  cited  the  Palestinian  Red  Crescent  as  saying  that  a  man  from  an  eastern  neighbourhood  of  the  city  had  been  shot  and  killed  by  Israeli  forces  on  Friday  night,  and  that  the  ambulance  transporting  his  body  to  a  local  hospital  had  later  came  under  fire. ",palestine,PASSIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," Palestinian  news  agency  Wafa  cited  the  Palestinian  Red  Crescent  as  saying  that  a  man  from  an  eastern  neighbourhood  of  the  city  had  been  shot  and  killed  by  Israeli  forces  on  Friday  night,  and  that  the  ambulance  transporting  his  body  to  a  local  hospital  had  later  came  under  fire. ",palestine,
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," Wafa  identified  the  dead  man  as  Tawfiq  Qandil,  82. ",palestine,
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," ""The  Israeli  military  said  on  Thursday  that  it  had  killed  “five  terrorists  who  were  hiding  in  a  mosque”,  including  Mohammed  Jaber,  the  leader  of  the  local  Tulkarm  Brigade,  which  is  affiliated  with  Palestinian  Islamic  Jihad  (PIJ). ",palestine,ACTIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30, Wafa  said  four  Palestinians  had  been  killed  during  the  48-hour  operation. ,palestine,PASSIVE
3076,Israel says Hamas leader killed on third day of West Bank operation,2024-08-30," Jaber  was  buried  in  Nur  Shams  on  Friday  along  with  69-year-old  Ayed  Abu  Hajja,  a  disabled  man  who  neighbours  said  was  shot  by  a  sniper  when  he  opened  a  window  of  his  house  in  the  camp. ",palestine,PASSIVE
