article_id,article_title,article_date,sentence,category,voice
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07, Last  missing  Israeli  victim  of  Hamas  attack  declared  dead  T-I-T-L-E-E-N-D.  ,israel,
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07," The  last  person  listed  as  missing  from  the  Hamas  attack  on  Israel  10  months  ago  has  been  identified  as  killed,  Israeli  authorities  say. ",israel,
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07," Bilha  Yinon,  75,  was  murdered  along  with  her  husband,  Yaakov,  at  their  home  in  Netiv  Haasara,  when  hundreds  of  gunmen  from  Gaza  attacked  communities  in  southern  Israel  on  7  October. ",israel,PASSIVE
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07,"  The  Israel  Defense  Forces  (IDF)  said  it  had  now  determined  ""after  complex  testing""  of  evidence  in  the  area  of  the  house  that  Bilha  was  killed. ",israel,ACTIVE
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07," The  couple's  children  had  long  accepted  their  mother  was  murdered  on  the  day  of  the  attack,  but  her  death  has  only  now  been  officially  declared  ""based  on  a  combination  of  findings"",  the  IDF  said. ",israel,PASSIVE
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07," Writing  on  X,  Maoz  Yinon  a  son  of  the  couple,  said  his  parents  did  not  die  in  vain,  external. ",israel,ACTIVE
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07," ""They  did  not  die  for  this  war. ",israel,ACTIVE
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07, They  died  for  peace. ,israel,ACTIVE
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07," Hamas  gunmen  killed  about  1,200  people  in  the  unprecedented  attack,  and  took  251  others  back  to  Gaza  as  hostages. ",israel,ACTIVE
3153,Last missing Israeli victim of Hamas attack declared dead,2024-08-07," More  than  39,600  Palestinians  have  been  killed  in  the  Israeli  campaign,  according  to  Gaza's  Hamas-run  health  ministry. ",palestine,PASSIVE
