article_id,article_title,article_date,sentence,category,voice
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04," In  this  community  almost  a  year  ago,  101  people  were  killed  after  gunmen  from  Hamas  and  other  groups  rampaged  through  Be'eri's  tree-lined  streets,  burning  homes  and  shooting  people  indiscriminately. ",israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04," In  this  community  almost  a  year  ago,  101  people  were  killed  after  gunmen  from  Hamas  and  other  groups  rampaged  through  Be'eri's  tree-lined  streets,  burning  homes  and  shooting  people  indiscriminately. ",israel,
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04, About  one  in  10  were  killed. ,israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04, Houses  where  people  were  killed  or  kidnapped  have  black  banners  on  the  facades  with  their  names  and  photos. ,israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04," A  member  of  Be'eri's  emergency  response  squad,  he  was  killed  in  a  gunfight  at  the  kibbutz's  dental  clinic. ",israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04," Like  her  friend  Dafna,  Shir  was  holed  up  that  day  in  her  safe  room,  attempting  to  reassure  terrified  neighbours  on  the  WhatsApp  group  as  Hamas  gunmen  stormed  through  the  kibbutz,  shooting  residents  and  setting  homes  on  fire. ",israel,ACTIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04, Her  mother's  long-term  partner  was  killed  that  day. ,israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04, The  IDF  said  they  had  been  killed  by  Hamas  just  hours  before  a  planned  rescue  attempt. ,israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04, Hamas  said  the  hostages  were  killed  in  air  strikes  -  but  an  autopsy  on  the  returned  bodies  concluded  they  had  all  been  shot  multiple  times  at  close  range. ,israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04, Hamas  said  the  hostages  were  killed  in  air  strikes  -  but  an  autopsy  on  the  returned  bodies  concluded  they  had  all  been  shot  multiple  times  at  close  range. ,israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04," So  far,  18  have  been  brought  back  alive,  along  with  two  dead  bodies,  while  10  are  still  in  Gaza,  at  least  three  of  whom  are  believed  to  still  be  alive. ",israel,
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04," Behind  Dafna's  father's  house,  37-year-old  Yuval  Haran  stands  in  front  of  the  home  where  his  father  was  killed,  and  many  relatives  were  taken  hostage,  on  7  October. ",israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04," In  all,  some  1,200  people  were  killed  across  southern  Israel  on  7  October,  with  251  taken  to  Gaza  as  hostages. ",israel,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04," Since  then,  in  the  Israeli  military  operation  in  Gaza,  more  than  41,000  people  have  been  killed  according  to  the  Hamas-run  health  ministry. ",palestine,PASSIVE
3108,"Israeli kibbutz struggles to heal, one year after 7 October",2024-10-04," ""This  summer  Rami  and  Simon  also  took  on  the  sombre  task  of  digging  graves  for  Be'eri's  dead,  who  are  only  just  being  moved  back  to  the  kibbutz  from  cemeteries  elsewhere  in  Israel.  """,israel,
