article_id,article_title,article_date,sentence,category,voice
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16, Palestinian  killed  as  Israeli  settlers  torch  West  Bank  village  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16," A  Palestinian  man  was  shot  dead  as  dozens  of  Israeli  settlers  attacked  a  village  in  the  north  of  the  occupied  West  Bank  overnight,  setting  fire  to  houses  and  cars,  Palestinian  officials  say. ",palestine,PASSIVE
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16," A  Palestinian  man  was  shot  dead  as  dozens  of  Israeli  settlers  attacked  a  village  in  the  north  of  the  occupied  West  Bank  overnight,  setting  fire  to  houses  and  cars,  Palestinian  officials  say. ",palestine,
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16," The  Palestinian  health  ministry  said  Rashid  Sedda,  22,  was  killed  by  gunfire  from  the  settlers  and  another  man  was  seriously  wounded  in  what  it  condemned  as  an  act  of  “organised  state  terrorism”. ",palestine,PASSIVE
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16, They  started  shooting.  ”,palestine,
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16, They  set  two  more  cars  on  fire  and  prevented  us  from  going  outside  because  they  would  shoot  anyone  who  tried.  ”,palestine,ACTIVE
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16," The  Palestinian  Red  Crescent  said  its  medics  had  treated  a  Palestinian  villager  who  was  shot  in  the  chest  and  rushed  him  to  the  Rafida  Government  Hospital  in  the  nearby  city  of  Nablus,  where  his  condition  was  described  as  critical,  according  to  Palestinian  news  agency  Wafa. ",palestine,PASSIVE
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16," About  120  of  those  attacks  led  to  people  being  killed  or  injured,  and  1,000  led  to  property  damage. ",palestine,PASSIVE
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16," It  also  said  a  total  of  594  Palestinians  -  members  of  armed  groups,  attackers  and  civilians  -  were  killed  in  conflict-related  incidents  across  the  West  Bank,  including  East  Jerusalem,  over  the  same  period. ",palestine,PASSIVE
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16," At  least  577  were  killed  by  Israeli  forces  and  10  by  settlers,  it  added. ",palestine,PASSIVE
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16," Fifteen  Israelis,  including  nine  security  forces  personnel  and  five  settlers,  were  also  killed  by  Palestinians  in  the  West  Bank,  while  another  10  Israelis  were  killed  in  attacks  in  Israel  by  Palestinians  from  the  West  Bank,  according  to  the  UN. ",israel,PASSIVE
3216,Palestinian killed as Israeli settlers torch West Bank village,2024-08-16," Fifteen  Israelis,  including  nine  security  forces  personnel  and  five  settlers,  were  also  killed  by  Palestinians  in  the  West  Bank,  while  another  10  Israelis  were  killed  in  attacks  in  Israel  by  Palestinians  from  the  West  Bank,  according  to  the  UN. ",israel,PASSIVE
